start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",121.194.10.91,IpChannelEvent,TcpIpConnect,2021-10-09 16:24:12.998,0
121.194.10.91,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",IpChannelEvent,TcpIpRecv,2021-10-09 16:24:13.10,1095
"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",121.194.10.91,IpChannelEvent,TcpIpSend,2021-10-09 16:24:13.10,453
C:\Program Files\Mozilla Firefox\api-ms-win-crt-multibyte-l1-1-0.dll,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:07.838,65536
"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\datareporting\glean\tmp\6ce19e1a-be24-493e-a630-5c2c1377d508,FileEvent,Write,2021-10-09 16:24:12.97,4416
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\social-tracking-protection-facebook-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:08.522,453
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\google4\goog-malware-proto.metadata,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:11.467,71
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0c3666b5-67b1-4855-b50d-d5fbfc0d2874^userContextId=4294967295\.metadata-v2,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:11.994,512
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\google-trackwhite-digest256.sbstore,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:11.465,46359
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\extension-settings.json,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:08.174,284
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\permanent\chrome\idb\1451318868ntouromlalnodry--epcr.sqlite,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:08.178,37064
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\google-trackwhite-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:08.516,3014656
C:\Users\jpdz\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Firefox.lnk,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:11.467,4096
C:\Program Files\desktop.ini,"""C:\Program Files\Mozilla Firefox\firefox.exe"" https://consultinguruguay.com/vpblogspot/secodnssex/quimpcoan/publicfftp/ghrhepecek.html?ea=edallas@copperheadchemical.com
PID:1340",FileEvent,Read,2021-10-09 16:24:11.473,176
