start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\allow-flashallow-digest256.vlpset,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:05.465,4165
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\addonStartup.json.lz4.tmp,FileEvent,Write,2021-10-18 14:33:09.440,11131
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",113.142.81.208,IpChannelEvent,TcpIpConnect,2021-10-18 14:33:09.600,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",113.142.81.208,IpChannelEvent,TcpIpSend,2021-10-18 14:33:09.669,1187
113.142.81.208,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",IpChannelEvent,TcpIpRecv,2021-10-18 14:33:09.669,10304
C:\Windows\system32\en-US\IPHLPAPI.DLL.mui,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:17.250,4096
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""616.0.1798616771\143273635"" -parentBuildID 20210927210923 -prefsHandle 1032 -prefMapHandle 1024 -prefsLen 1 -prefMapSize 252743 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 616 ""\\.\pipe\gecko-crash-server-pipe.616"" 1112 d9afd98 gpu
PID:3028",ProcessEvent,Create,2021-10-18 14:32:58.616,
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0424fd79-b62a-421f-bf32-0d1549ab34f2^userContextId=4294967295\idb\3647222921wleabcEoxlt-eengsairo.sqlite-wal,FileEvent,Delete,2021-10-18 14:33:13.846,0
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0424fd79-b62a-421f-bf32-0d1549ab34f2^userContextId=4294967295\idb\3647222921wleabcEoxlt-eengsairo.sqlite-wal,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:16.464,4096
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\default\moz-extension+++0424fd79-b62a-421f-bf32-0d1549ab34f2^userContextId=4294967295\idb\3647222921wleabcEoxlt-eengsairo.sqlite-wal,FileEvent,Write,2021-10-18 14:33:13.856,12368
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\datareporting\glean\db\data.safe.bin,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:07.2,6556
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\datareporting\glean\db\data.safe.bin,FileEvent,Write,2021-10-18 14:33:07.31,46282
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",52.84.228.59,IpChannelEvent,TcpIpConnect,2021-10-18 14:33:09.539,0
52.84.228.59,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",IpChannelEvent,TcpIpRecv,2021-10-18 14:33:09.642,9929
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",52.84.228.59,IpChannelEvent,TcpIpSend,2021-10-18 14:33:09.642,1598
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",117.18.237.29,IpChannelEvent,TcpIpConnect,2021-10-18 14:33:07.394,0
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",117.18.237.29,IpChannelEvent,TcpIpSend,2021-10-18 14:33:07.630,456
117.18.237.29,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",IpChannelEvent,TcpIpRecv,2021-10-18 14:33:07.630,799
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\sessionCheckpoints.json.tmp,FileEvent,Write,2021-10-18 14:32:58.979,143
C:\Users\jpdz\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows Media Player.lnk,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:06.815,4096
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",52.84.228.18,IpChannelEvent,TcpIpConnect,2021-10-18 14:33:07.250,0
52.84.228.18,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",IpChannelEvent,TcpIpRecv,2021-10-18 14:33:07.356,4696
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",52.84.228.18,IpChannelEvent,TcpIpSend,2021-10-18 14:33:07.356,1162
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\extensions\easyscreenshot@mozillaonline.com.xpi,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:00.185,65536
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\cookies.sqlite-shm,FileEvent,Delete,2021-10-18 14:32:58.856,0
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\cookies.sqlite-shm,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:58.855,65536
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\permanent\chrome\idb\3870112724rsegmnoittet-es.sqlite,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:59.270,1364168
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\storage\permanent\chrome\idb\3870112724rsegmnoittet-es.sqlite,FileEvent,Write,2021-10-18 14:33:17.485,245760
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""616.7.1886515829\226978784"" -parentBuildID 20210927210923 -prefsHandle 3440 -prefMapHandle 7576 -prefsLen 10163 -prefMapSize 252743 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 616 ""\\.\pipe\gecko-crash-server-pipe.616"" 7552 d9af8e8 rdd
PID:2140",ProcessEvent,Create,2021-10-18 14:33:09.522,
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\startupCache\scriptCache-child-current.bin,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:58.406,393216
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\ProgramData\Mozilla\updates\308046B0AF4A39CB\update.test,FileEvent,Delete,2021-10-18 14:33:07.88,0
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\extension-settings.json,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:59.775,4380
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\places.sqlite-shm,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:02.340,32768
C:\Program Files\Mozilla Firefox\softokn3.dll,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:59.783,17920
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\cache2\entries\4828AA32B0B6B9347099E59D80DBD9EAD592EAF7,FileEvent,Write,2021-10-18 14:33:15.216,48467
C:\Users\jpdz\AppData\Local\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.sbstore,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:33:06.779,4340
C:\Windows\system32\spool\drivers\color\sRGB Color Space Profile.icm,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:58.651,8192
C:\Users\jpdz\AppData\Roaming\Mozilla\Firefox\Profiles\uzjxbbj5.default-release\SiteSecurityServiceState.txt,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",FileEvent,Read,2021-10-18 14:32:59.986,4665
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",151.139.128.14,IpChannelEvent,TcpIpConnect,2021-10-18 14:33:09.888,0
151.139.128.14,"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",IpChannelEvent,TcpIpRecv,2021-10-18 14:33:10.419,915
"""C:\Program Files\Mozilla Firefox\firefox.exe"" arxiv.org
PID:616",151.139.128.14,IpChannelEvent,TcpIpSend,2021-10-18 14:33:09.925,456
