start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.604,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.633,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.357,12388
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:05.364,1452
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\LOG.old~RF30fb10.TMP,FileEvent,Delete,2021-10-08 17:15:12.561,0
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.970,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.513,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,FileEvent,Write,2021-10-08 17:15:05.394,2040
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:05.357,4080
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:09.320,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.320,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.605,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.600,16484
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ThirdPartyModuleList32\2018.7.19.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.605,8192
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:05.357,366942
C:\Windows\System32\mf.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.490,4096
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279022487986185,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:07.82,3812
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\SSLErrorAssistant\7\ssl_error_assistant.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.631,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.587,32768
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.561,2121976
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF310466.TMP,FileEvent,Delete,2021-10-08 17:15:14.920,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\jpdz\AppData\Local\Google\Chrome\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win32 --annotation=prod=Chrome --annotation=ver=94.0.4606.81 --initial-client-data=0xa0,0xac,0xb0,0x74,0xb4,0x6eb03708,0x6eb03718,0x6eb03724
PID:2544",ProcessEvent,Create,2021-10-08 17:15:04.467,
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\OptimizationHints\302\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.604,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\LOG,FileEvent,Write,2021-10-08 17:15:09.325,12514
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\pnacl\0.57.44.2492\_platform_specific\x86_32\pnacl_public_pnacl_json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.603,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG.old~RF30dbb0.TMP,FileEvent,Delete,2021-10-08 17:15:04.581,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279211571309624,FileEvent,Write,2021-10-08 17:15:08.123,6408
C:\Program Files\Google\Chrome\Application\94.0.4606.81\resources.pak,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.323,7983104
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\CURRENT,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.510,16384
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Feature Engagement Tracker\EventDB\LOG.old~RF30f6d9.TMP,FileEvent,Delete,2021-10-08 17:15:11.499,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\MEIPreload\1.0.6.0\preloaded_data.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.633,12288
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\GPUCache\index,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.645,266608
C:\Windows\system32\ntshrui.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.491,28672
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\DesktopSharingHub\20210813.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.605,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\index,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.579,24
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Bookmarks,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.565,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\GrShaderCache\GPUCache\data_2,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:06.334,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Secure Preferences,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.556,20480
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1040,8216841522510392442,15318099421679099194,131072 --lang=zh-CN --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1952 /prefetch:1
PID:2732",ProcessEvent,Stop,2021-10-08 17:15:06.119,
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\CURRENT,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.324,16384
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\CAF4703619713E3F18D8A9D5D88D6288_A7725538C46DE2D0088EE44974E2CEBA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.972,724
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\MANIFEST-000008,FileEvent,Delete,2021-10-08 17:15:13.383,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\data_reduction_proxy_leveldb\MANIFEST-000008,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:09.324,32768
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Subresource Filter\Unindexed Rules\9.30.0\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.604,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:06.183,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\metadata\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.510,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\E0F5C59F9FA661F6F4C50B87FEF3A15A,FileEvent,Write,2021-10-08 17:15:05.590,893
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\DesktopSharingHub\20210813.1\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.605,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\AutofillRegex\2021.8.17.1300\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:04.606,8192
C:\Windows\System32\cscui.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.webebreclik.m.httpsservices.runescape.com-dg.ru/
PID:1224",FileEvent,Read,2021-10-08 17:15:11.493,16384
