start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:07.885,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:09.863,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:09.807,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF3111d4.TMP,FileEvent,Delete,2021-10-08 17:15:18.338,0
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:08.282,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:10.80,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:09.744,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:09.744,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:07.887,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://zonaseguradproductosvialbcp.com/
PID:3792",FileEvent,Read,2021-10-08 17:15:07.880,16484
