start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:18.41,8
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:08.11,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:05.296,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\d5e8f9346f0faad1_0,FileEvent,Write,2021-10-08 17:15:08.752,448
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\27f9211b01d59d9c_0,FileEvent,Write,2021-10-08 17:15:08.379,442
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\2938ee098087897f_0,FileEvent,Write,2021-10-08 17:15:10.259,434
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Temp\Tar4B35.tmp,FileEvent,Delete,2021-10-08 17:15:33.184,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\BrowserMetrics\BrowserMetrics-616E5898-A5C.pma,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:03.805,237568
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\BrowserMetrics\BrowserMetrics-616E5898-A5C.pma,FileEvent,Delete,2021-10-08 17:15:32.499,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Feature Engagement Tracker\AvailabilityDB\LOG.old~RF314c7b.TMP,FileEvent,Delete,2021-10-08 17:15:33.536,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Temp\Tar4BB6.tmp,FileEvent,Delete,2021-10-08 17:15:33.301,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Code Cache\js\abc749b3a503a647_0,FileEvent,Write,2021-10-08 17:15:08.883,392
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:08.325,3146
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1016,9239889983574619700,14151876983258806275,131072 --lang=zh-CN --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=6 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2020 /prefetch:1
PID:2292",ProcessEvent,Create,2021-10-08 17:15:05.309,
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=gpu-process --field-trial-handle=1016,9239889983574619700,14151876983258806275,131072 --gpu-preferences=UAAAAAAAAADgAAAIAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAAAAAAAAAeAAAAAAAAAAoAAAABAAAACAAAAAAAAAAKAAAAAAAAAAwAAAAAAAAADgAAAAAAAAAEAAAAAAAAAAAAAAADQAAABAAAAAAAAAAAQAAAA0AAAAQAAAAAAAAAAQAAAANAAAAEAAAAAAAAAAHAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1040 /prefetch:2
PID:3544",ProcessEvent,Stop,2021-10-08 17:15:06.212,
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:05.569,410
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:08.319,9860
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,FileEvent,Write,2021-10-08 17:15:08.608,4760
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:32.499,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279095196080524,FileEvent,Write,2021-10-08 17:15:07.783,28153
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:05.292,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:05.296,16484
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ThirdPartyModuleList32\2018.7.19.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:05.304,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Temp\CabEC1F.tmp,FileEvent,Delete,2021-10-08 17:15:08.764,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",C:\Users\jpdz\AppData\Local\Temp\CabEC1F.tmp,FileEvent,Write,2021-10-08 17:15:08.762,61157
C:\Users\jpdz\AppData\Local\Temp\CabEC1F.tmp,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652",FileEvent,Read,2021-10-08 17:15:08.762,61400
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" lowes.com
PID:2652","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1016,9239889983574619700,14151876983258806275,131072 --disable-gpu-compositing --lang=zh-CN --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=13 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4264 /prefetch:1
PID:2376",ProcessEvent,Create,2021-10-08 17:15:33.239,
