start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.196,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:52.549,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:51.537,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Local State~RF31add5.TMP,FileEvent,Delete,2021-10-08 17:15:58.315,0
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.752,1452
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.496,410
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-client-side-phishing-detection --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1024,574799409450366144,5907406740087511493,131072 --disable-gpu-compositing --lang=zh-CN --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=8 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2960 /prefetch:1
PID:1104",ProcessEvent,Create,2021-10-08 17:15:49.464,
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:53.982,32768
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.744,4080
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,FileEvent,Write,2021-10-08 17:15:49.66,2040
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Tabs_13279183718429586,FileEvent,Write,2021-10-08 17:15:50.857,8452
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\LOG.old~RF319caf.TMP,FileEvent,Delete,2021-10-08 17:15:53.981,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:51.493,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:51.493,8192
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Temp\Cab8969.tmp,FileEvent,Delete,2021-10-08 17:15:49.89,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Temp\Cab8969.tmp,FileEvent,Write,2021-10-08 17:15:49.87,61157
C:\Users\jpdz\AppData\Local\Temp\Cab8969.tmp,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:49.88,61400
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.197,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.210,16484
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ThirdPartyModuleList32\2018.7.19.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.197,8192
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:48.744,366942
C:\Windows\System32\mf.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:53.962,4096
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG.old~RF3185db.TMP,FileEvent,Delete,2021-10-08 17:15:48.181,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Sessions\Session_13279022487986185,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" classlink.com
PID:1784",FileEvent,Read,2021-10-08 17:15:50.675,3812
